"fever2wk","male","urban","pinf.rdt0","pinf.rdt1","pinf","reg","age"
0,0,0,0.276935129,0.822474578,0.790686546,"Centre-Sud",3
0,0,0,0.370898275,0.856350865,0.82146753,"Centre-Sud",4
1,0,0,0.078235441,0.752759085,0.698318565,"Centre-Sud",0
1,0,0,0.140380577,0.770409793,0.726570357,"Centre-Sud",1
1,0,0,0.142210155,0.813956328,0.786736862,"Centre-Sud",2
1,0,0,0.134899253,0.793254092,0.770151132,"Centre-Sud",3
1,0,0,0.199933154,0.830024848,0.803165827,"Centre-Sud",4
0,1,0,0.200359015,0.773112642,0.701898929,"Centre-Sud",0
0,1,0,0.309151484,0.786488749,0.730517596,"Centre-Sud",1
0,1,0,0.330394582,0.826309649,0.789377254,"Centre-Sud",2
0,1,0,0.31610933,0.805187402,0.773937702,"Centre-Sud",3
0,1,0,0.410426354,0.841105494,0.805782212,"Centre-Sud",4
1,1,0,0.094412373,0.731961787,0.677792729,"Centre-Sud",0
1,1,0,0.168643759,0.750812394,0.707096598,"Centre-Sud",1
1,1,0,0.174276348,0.797059794,0.769662411,"Centre-Sud",2
1,1,0,0.165897397,0.77556092,0.752439089,"Centre-Sud",3
1,1,0,0.237093063,0.814165101,0.787318009,"Centre-Sud",4
0,0,1,0.078350581,0.646199425,0.512585069,"Centre-Sud",0
0,0,1,0.129775567,0.659738805,0.548297254,"Centre-Sud",1
0,0,1,0.132423235,0.704610814,0.621458627,"Centre-Sud",2
0,0,1,0.122688069,0.670103234,0.599211135,"Centre-Sud",3
0,0,1,0.178640446,0.725153716,0.642381865,"Centre-Sud",4
1,0,1,0.031131103,0.582791166,0.484305957,"Centre-Sud",0
1,0,1,0.057391874,0.604387523,0.521581194,"Centre-Sud",1
1,0,1,0.056549259,0.6570065,0.59576631,"Centre-Sud",2
1,0,1,0.05231024,0.622592148,0.572339845,"Centre-Sud",3
1,0,1,0.081964219,0.67923882,0.616813033,"Centre-Sud",4
0,1,1,0.090661757,0.618532598,0.490083585,"Centre-Sud",0
0,1,1,0.146639461,0.631467047,0.525921145,"Centre-Sud",1
0,1,1,0.153964868,0.679798412,0.600289877,"Centre-Sud",2
0,1,1,0.143684737,0.644992858,0.57661806,"Centre-Sud",3
0,1,1,0.202196001,0.701615485,0.621868426,"Centre-Sud",4
1,1,1,0.038593006,0.557990883,0.461988454,"Centre-Sud",0
1,1,1,0.069558313,0.578170382,0.498825933,"Centre-Sud",1
1,1,1,0.070101195,0.632591672,0.573839299,"Centre-Sud",2
1,1,1,0.065052302,0.598066624,0.549398439,"Centre-Sud",3
1,1,1,0.100213042,0.655703314,0.595233842,"Centre-Sud",4
0,0,0,0.27210395,0.834558442,0.689704158,"Hauts Basins",0
0,0,0,0.310337976,0.827366957,0.698974076,"Hauts Basins",1
0,0,0,0.380263175,0.864574077,0.780177997,"Hauts Basins",2
0,0,0,0.3898808,0.875738877,0.793504016,"Hauts Basins",3
0,0,0,0.4998281,0.876608757,0.801036555,"Hauts Basins",4
1,0,0,0.258609295,0.795130079,0.682530932,"Hauts Basins",0
1,0,0,0.298708019,0.788022647,0.691367209,"Hauts Basins",1
1,0,0,0.370522111,0.836843096,0.774551096,"Hauts Basins",2
1,0,0,0.381861883,0.8494662,0.787970399,"Hauts Basins",3
1,0,0,0.494780027,0.85090026,0.795387491,"Hauts Basins",4
0,1,0,0.277450635,0.827278821,0.670363834,"Hauts Basins",0
0,1,0,0.315659924,0.819379541,0.679651846,"Hauts Basins",1
0,1,0,0.385377029,0.856875771,0.763508052,"Hauts Basins",2
0,1,0,0.395608719,0.868496336,0.777441604,"Hauts Basins",3
0,1,0,0.499481164,0.868776268,0.786184107,"Hauts Basins",4
1,1,0,0.263590461,0.784557538,0.662950316,"Hauts Basins",0
1,1,0,0.306097684,0.776823342,0.672024435,"Hauts Basins",1
1,1,0,0.375945015,0.826778915,0.757765118,"Hauts Basins",2
1,1,0,0.386932569,0.839259746,0.771303417,"Hauts Basins",3
1,1,0,0.497124917,0.841252734,0.779613278,"Hauts Basins",4
0,0,1,0.027403748,0.460110763,0.161304666,"Hauts Basins",0
0,0,1,0.032248377,0.437948771,0.167731496,"Hauts Basins",1
0,0,1,0.041651005,0.494439879,0.239103923,"Hauts Basins",2
0,0,1,0.043697483,0.521900542,0.253281363,"Hauts Basins",3
0,0,1,0.06555762,0.520509314,0.261353237,"Hauts Basins",4
1,0,1,0.023501958,0.364759995,0.156115432,"Hauts Basins",0
1,0,1,0.028002616,0.349491624,0.162608182,"Hauts Basins",1
1,0,1,0.036693135,0.411651111,0.231972825,"Hauts Basins",2
1,0,1,0.038268617,0.437300145,0.246028025,"Hauts Basins",3
1,0,1,0.05926515,0.437544985,0.254842419,"Hauts Basins",4
0,1,1,0.028096313,0.451788625,0.148464353,"Hauts Basins",0
0,1,1,0.032718058,0.42674172,0.154284141,"Hauts Basins",1
0,1,1,0.042907365,0.48405346,0.222281664,"Hauts Basins",2
0,1,1,0.045249081,0.510540201,0.236083132,"Hauts Basins",3
0,1,1,0.066595148,0.508759066,0.244032882,"Hauts Basins",4
1,1,1,0.024129592,0.35390046,0.143117434,"Hauts Basins",0
1,1,1,0.028558751,0.336671739,0.149530427,"Hauts Basins",1
1,1,1,0.037867964,0.399278608,0.215580653,"Hauts Basins",2
1,1,1,0.039754719,0.424686306,0.229270948,"Hauts Basins",3
1,1,1,0.060400923,0.425560106,0.237196258,"Hauts Basins",4
0,0,0,0.370883885,0.734923815,0.650047267,"Est",0
0,0,0,0.457534113,0.741386878,0.680259431,"Est",1
0,0,0,0.459279147,0.741783454,0.693918527,"Est",2
0,0,0,0.504189832,0.800240586,0.750283169,"Est",3
0,0,0,0.606759922,0.803145726,0.763775268,"Est",4
1,0,0,0.246683457,0.718233014,0.637873146,"Est",0
1,0,0,0.322578702,0.727825369,0.668652621,"Est",1
1,0,0,0.317146193,0.728101387,0.682276467,"Est",2
1,0,0,0.355934342,0.787947681,0.740388841,"Est",3
1,0,0,0.47601497,0.79424669,0.753006431,"Est",4
0,1,0,0.37393298,0.694648608,0.612305652,"Est",0
0,1,0,0.458472993,0.701533526,0.643608645,"Est",1
0,1,0,0.462773043,0.703211585,0.658092723,"Est",2
0,1,0,0.508223827,0.76707603,0.718267106,"Est",3
0,1,0,0.606507944,0.7682761,0.731944673,"Est",4
1,1,0,0.254987683,0.678980225,0.599955596,"Est",0
1,1,0,0.332209964,0.689868771,0.631871847,"Est",1
1,1,0,0.328918964,0.690967969,0.645470676,"Est",2
1,1,0,0.368296981,0.754910191,0.707278148,"Est",3
1,1,0,0.481978254,0.761500799,0.721264119,"Est",4
0,0,1,0.350164142,0.733618046,0.630959188,"Est",0
0,0,1,0.431655512,0.737792399,0.661396721,"Est",1
0,0,1,0.429720736,0.735091501,0.672810789,"Est",2
0,0,1,0.478853815,0.796870856,0.733390387,"Est",3
0,0,1,0.577441588,0.798995999,0.747655816,"Est",4
1,0,1,0.230182542,0.715655385,0.619691135,"Est",0
1,0,1,0.299329778,0.723597474,0.649695396,"Est",1
1,0,1,0.292607819,0.720928076,0.662965747,"Est",2
1,0,1,0.332733477,0.782831434,0.723760484,"Est",3
1,0,1,0.445711179,0.790030537,0.738036304,"Est",4
0,1,1,0.351624963,0.693454614,0.592831133,"Est",0
0,1,1,0.431657065,0.697018939,0.623665325,"Est",1
0,1,1,0.434120411,0.695381568,0.636667921,"Est",2
0,1,1,0.481541454,0.762659682,0.699420949,"Est",3
0,1,1,0.57562173,0.76293079,0.714707478,"Est",4
1,1,1,0.2363688,0.677220314,0.581254348,"Est",0
1,1,1,0.308176286,0.684496867,0.613039561,"Est",1
1,1,1,0.305046552,0.682694712,0.625357624,"Est",2
1,1,1,0.343834179,0.749501909,0.689240685,"Est",3
1,1,1,0.450346959,0.756755638,0.70426055,"Est",4
